Myanmar	Type	English
ေနာက္	about	adv
မူမွန္မွ ဆန္႕က်င္လ်က္	about	adv
ႏွင့္ပတ္သက္ေသာ	about	prep
အထက္တြင္	above	adv
အေပၚတြင္	above	adv
အေပၚမွာ	above	adv
အေပၚက	above	adv
အထက္	above	adv
ေရွ႕တြင္	above	adv
မိုးေပၚက	above	adv
ေကာင္းလြန္းေတာ္လြန္း၍ ေအာက္တန္းမက်	above	adv
မတူမတန္	above	adv
မာနမထားတတ္	above	adv
ကင္းရွင္း လ်က္	above	adv
လက္လွမ္း မမီ	above	adv
ဆူညံသံမ်ားကို ေက်ာ္၍	above	adv
ျမစ္အထက္ဘက္တြင္	above	adv
အထက္	above	prep
အျဖစ္ခ်င္ဆံုး	above all	idm
အလိုခ်င္ဆံုး	above all	idm
အေတာင့္တ ဆံုးစသည္	above all	idm
အထက္တြင္ေဖာ္ျပပါ	above mentioned	adv
ဘဝင္ျမင့္သည္	above oneself	idm
ေသြး နားထင္ ေရာက္သည္	above oneself	idm
ေအာက္ေျခလြတ္သည္	above oneself	idm
ရိုးသားစြာ	aboveboard	adv
မ်က္လွည့္ ျပကြက္ တစ္ခုေအာင္ျမင္ေစရန္ဟူ၍ မ်က္လွည့္ဆရာက ေရရြတ္ေသာ စကား	abracadabra	n
ဥံုဖြ	abracadabra	n
ပြတ္၍၊ ျခစ္၍ မ်က္ႏွာျပင္ကို ပြန္းပဲ့ ၾကမ္းေထာ္ေစသည္	abrade	v
ပြန္းပဲ့ဒဏ္	abrasion	n
ပြန္းပဲ့ဒဏ္ရာ	abrasion	n
ေကာ္ဖတ္ စသည္ကဲ့သို႕ ပြတ္တိုက္ ရေသာ၊ ပြန္းရွတတ္ေသာ	abrasive	adj
ခက္ထန္ၾကမ္းတမ္းေသာ	abrasive	adj
ပြတ္တိုက္ရန္ပစၥည္း	abrasiveness	n
ရင္ေပါင္တန္း	abreast	adv
အက်ဉ္းခ်ံဳးသည္	abridge	v
အက်ဉ္းခ်ဳပ္သည္	abridge	v
က်မ္းအက်ဉ္း	abridgement	n
သံခိပ္က်မ္း	abridgement	n
အက်ဉ္းခ်ဳပ္	abridgement	n
ႏိုင္ငံရပ္ျခား	abroad	adv
ျပည္ပ သို႕၊ တြင္၊ မွ	abroad	adv
သတင္း ျဖစ္လ်က္၊ ျပန္႕လ်က္၊ ေျပးလ်က္	abroad	adv
အိမ္ျပင္	abroad	adv
ပယ္ဖ်က္သည္	abrogate	v
ပယ္ဖ်က္ျခင္း	abrogation	n
ရုတ္ခနဲ၊ ရုတ္ျခည္း၊ ရုတ္တရက္ ျဖစ္ေသာ	abrupt	adj
အေျပာအဆို ႂကြပ္ဆတ္ေသာ၊ ျပတ္ေတာင္းေသာ	abrupt	adj
မေျပျပစ္ေသာ	abrupt	adj
ျပည္တည္နာ	abscess	n
ထြက္ေျပးတိမ္းေရွာင္သည္	abscond	v
ထြက္ေျပးတိမ္းေရွာင္ခဲ့	absconded	v[pt]
ထြက္ေျပးတိမ္းေရွာင္ခဲ့ၿပီး	absconded	v[pp]
ဝရမ္းေျပး	absconder	n
ဝရမ္းေျပးမ်ား	absconders	n[pl]
ထြက္ေျပးတိမ္းေရွာင္ေန	absconding	v[ing]
ထြက္ေျပးတိမ္းေရွာင္	absconds	v[sg]
ကမ္းပါးထိပ္တြင္ ဆိုင္းထားေသာ ႀကိဳးႏွစ္ေခ်ာင္း ျဖင့္ ကမ္းပါးယံကို ေျခစံုကန္၍ ေလွ်ာဆင္းသည္	abseil	v
ေျခစံုကန္ ေလွ်ာဆင္းသည္	abseil	v
ကမ္းပါးထိပ္တြင္ ဆိုင္းထားေသာ ႀကိဳးႏွစ္ေခ်ာင္း ျဖင့္ ကမ္းပါးယံကို ေျခစံုကန္၍ ေလွ်ာဆင္းျခင္း	abseil	n
ေတာင္တက္ျခင္း	abseil	n
အေျခအျမစ္မရိွ	abseless	adj
ပ်က္ကြက္ျခင္း	absence	n
မရိွခိုက္	absence	n
မရိွတံုး	absence	n
ကင္းမဲ့ျခင္း	absence	n
မရိွျခင္း	absence	n
ပ်က္ကြက္မ်ား	absences	n[pl]
မရိွေသာ	absent	adj
အေဝး ေရာက္	absent	adj
ပ်က္ကြက္ေသာ	absent	adj
ကင္းမဲ့ေသာ	absent	adj
ပတ္ဝန္းက်င္ကို သတိမမူေသာ	absent	adj
အျခားတစ္ပါးသို႕စိတ္ေရာက္ေနေသာ	absent	adj
စိတ္မပါေသာ	absent	adj
ေရွာင္ေန	absent	v
ေမ့တတ္ေသာ	absent minded	adj
အမွတ္တမဲ့	absent mindedly	adv
အမွတ္မထင္	absent mindedly	adv
ေမ့ေလ်ာ့တတ္ျခင္း	absent mindedness	n
ပ်က္ကြက္သူ	absentee	n
အေဝးေရာက္ ေျမရွင္	absentee landlord	n
ပ်က္ကြက္က်င့္	absenteeism	n
ေငးတေငးေမာ	absently	adv
အျပည့္အဝ၊ အႂကြင္းမဲ့၊ ပကတိ ျဖစ္ေသာ	absolute	adj
မလြဲ၊ မုခ် ဧကန္ ျဖစ္ေသာ	absolute	adj
သီးျခား	absolute	adj
သီးသန္႕	absolute	adj
ပရမတ္	absolute	n
မဲ ထက္ဝက္ေက်ာ္ ျဖစ္ျခင္း	absolute majority	n
ပကတိသုည အပူခ်ိန္	absolute zero	n
အျပည့္အဝ၊ အေသအခ်ာ	absolutely	adv
တကယ္	absolutely	adv
အျပတ္	absolutely	adv
အထူး	absolutely	adv
အလြန္	absolutely	adv
လံုးဝ	absolutely	adv
ဟုတ္တာေပါ့	absolutely	adv
မွန္သေပါ့	absolutely	adv
ခရစ္ယာန္ အျပစ္ ေျဖေပးျခင္း	absolution	n
အႂကြင္းမဲ့ အာဏာပိုင္စိုးေရး	absolutism	n
အႂကြင္းမဲ့ အာဏာပိုင္စိုးေရး ဥပေဒ	absolutist	n
အႂကြင္းမဲ့ အာဏာရွင္	absolutist	n
အာဏာရွင္အား ေထာက္ခံသူ၊ ေျမွာက္ပင့္သူ	absolutist	n
လြတ္ၿငိမ္းခြင့္ ျပဳသည္	absolve	v
အျပစ္ ေျဖေပးသည္	absolve	v
စုပ္ယူသည္	absorb	v
ခံစားသည္	absorb	v
ဥ ေမြးစားသည္	absorb	v
သိမ္းသြင္းသည္	absorb	v
မွတ္သားသည္	absorb	v
ေလ့က်က္သည္	absorb	v
ဒဏ္ခံကာကြယ္ေပးသည္	absorb	v
စိတ၊္ အာရံုကို  ဆြေဆာင္ထားသည္	absorb	v
ရန္ပံုေငြ သံုးစြဲကုန္က်မႈရိွသည္	absorb	v
စုပ္ယူ	absorb	v[sg]
အာရံု စြဲၿငိလ်က္ရိွေသာ	absorbed	adj
စုပ္ယူခဲ့	absorbed	v[pt]
စုပ္ယူခဲ့ၿပီး	absorbed	v[pp]
ေရ၊ အရည္ စုပ္ယူျခင္း	absorbency	n
ေရ၊ အရည္ စုပ္ယူေသာ	absorbent	adj
စိတ္ဝင္စားဖြယ္ေကာင္းေသာ	absorbing	adj
စုပ္ယူေန	absorbing	v[ing]
စုပ္ယူ	absorbment	n
စုပ္ယူျခင္း သို႕ ဆီးတားဒဏ္ခံေပးျခင္း သို႕ နစ္မြန္းေနျခင္း	absorption	n
မေပးျခင္း မျပဳဘဲေနသည္	abstain	v
မဲ မေပးပဘဲေနသည္	abstain	v
မဲခြဲရာ၌ ၾကားေနသည္	abstain	v
အရက္ ေရွာင္သူ	abstainer	n
အေသာက္အစား ၿခိဳးၿခံေသာ၊ ေရွာင္ေသာ	abstemious	adj
မဲမေပးဘဲေနျခင္း	abstention	n
ၾကားေနမဲ	abstention	n
အေသာက္အစား အေပ်ာ္အပါးလိုက္စားမႈ ေရွာင္ျခင္း	abstinence	n
စိတ္ကူးသက္သက္	abstract	adj
ေယဘုယ် သေဘာ	abstract	adj
စိတၱဇ ပန္းခ်ီ၊ ပန္းပု၊ အက စသည္	abstract	adj
စိတၱဇ ပန္းခ်ီ	abstract	n
ေကာက္ႏွတ္ခ်က္	abstract	n
အက်ဉ္းခ်ဳပ္	abstract	n
သံခိပ္	abstract	n
ေကာက္ႏုတ္သည္	abstract	v
စိတၱဇနာမ္	abstract noun	n
အာရံု ပ်ံ႕လြင့္လ်က္ရိွေသာ	abstracted	adj
အျခားတစ္ပါးသို႕ အာရံုပ်ံ႕လြင့္လ်က္	abstractedly	adv
ေငးေငး ေမာေမာ	abstractedly	adv
စိတ္မေပါ့တပါ	abstractedly	adv
စိတ္ကူးစိတ္သန္း	abstraction	n
စိတ္ဝင္စားမႈ မရိွျခင္း	abstraction	n
ကင္းလြတ္ျခင္း	abstraction	n
နက္နဲေသာ	abstruse	adj
ခဲကတ္ေသာ	abstruse	adj
ျဖစ္ႏိုင္ေျခမရိွေသာ	absurd	adj
အဓိပၸါယ္ မရိွ ေသာ	absurd	adj
ကိုးရိုးကားရားႏိုင္ေသာ	absurd	adj
ရယ္ဖြယ္ ျဖစ္ေသာ	absurd	adj
ရယ္ဖြယ္ေကာင္းမႈ	absurdity	n
မေတာ္မတရား	absurdly	adv
အလွ်ံပယ္ရိွျခင္း	abundance	n
အလွ်ံပယ္ျဖစ္ေသာ	abundant	adj
အလြန္ ေပါမ်ားေသာ	abundant	adj
ေဖြးေဖြးလႈပ္ မ်ားျပားေသာ	abundant	adj
ႂကြယ္ဝေသာ	abundant	adj
ခ်မ္းသာေသာ	abundant	adj
အလွ်ံပယ္	abundantly	adv
အလြန္	abundantly	adv
အလြဲသံုးစားျပဳသည္	abuse	v
ေစာ္ကားသည္	abuse	v
ႏိွပ္စက္ညွဉ္းပန္းသည္	abuse	v
မတရား က်င့္သည္	abuse	v
မဟားတရားျပဳသည္	abuse	v
ဆေရးတိုင္းထြာသည္	abuse	v
တလြဲသံုးျခင္း	abuse	n
မတရားသံုးျခင္း	abuse	n
အာဏာ၊ အခြင့္အေရး အလြဲသံုးစား ျပဳျခင္း	abuse	n
မေတာ္မတရားျပဳ ျခင္း	abuse	n
ဆေရးျခင္း	abuse	n
မေတာ္အေရာ္ အၾကမ္းပတမ္း ကိုင္တြယ္အသံုးျပဳျခင္း	abuse	n
အလြဲသံုးစားျပဳခဲ့	abused	v[pt]
အလြဲသံုးစားျပဳခဲ့ၿပီး	abused	v[pp]
အလြဲသံုးစားျပသူ	abuser	n
အလြဲသံုးစားျပဳသူမ်ား	abusers	n[pl]
အလြဲသံုးစားျပဳ	abuses	v[sg]
အလြဲသံုးစားျပဳေန	abusing	v[ing]
ရင့္သီးေသာ	abusive	adj
ရိုင္စိုင္းေသာ	abusive	adj
ရုန္႕ရင္း ၾကမ္းတမ္းေသာစကား	abusive	adj
ရိုင္းစိုင္းစြာ	abusively	adv
ထိစပ္သည္	abut	v
ေက်ာခိုင္းနံစပ္ျဖစ္သည္	abut	v
ကမ္းကုန္ေသာ	abysmal	adj
အလြန္ဆိုးရြားေသာ	abysmal	adj
တြင္းဆံုး က်ေသာ	abysmal	adj
ကမ္းကုန္စြာ	abysmally	adv
အလြန္ဆိုးရြားစြာ	abysmally	adv
အသူတစ္ရာနက္ေသာေခ်ာက္	abyss	n
Alternating Current ျပန္လွန္လွ်ပ္စီး	AC	n
ေအစီ	AC	n
ထေနာင္းမ်ိဳး အေကရွားပင္	acacia	n
ပညာရပ္သင္ၾကားမႈ အဝန္းဝိုင္း	academe	n
ေက်ာင္း	academe	n
ပညာရပ္သင္ၾကားမႈ အဝန္းဝိုင္း	academia	n
ေက်ာင္း	academia	n
ပညာသင္ႏွစ္	academic	adj
ဘြဲ႕ဝတ္စံု	academic	adj
တကၠသိုလ္ေက်ာင္းသားဘဝ	academic	adj
ပညာပါရမီ ရိွေသာ	academic	adj
တကၠသိုလ္ဆရာ	academic	n
ပညာပါရမီရိွစြာ	academically	adv
ေတာ္ဝင္ ပညာရွင္	academician	n
ပညာသင္မ်ား	academies	n[pl]
အထူးပညာရပ္သင္ေက်ာင္း၊ တကၠသိုလ္	academy	n
အႏုပညာ၊ သိပၸံ စသည္ ေတာ္ဝင္ အသင္းအဖြဲ႕	academy	n
ရုပ္ရွင္ အကယ္ဒမီဆု	Academy Award	n
ဥေရာပေတာင္ပိုင္းႏွင့္ အာရွတိုက္တြင္ေပါက္သည့္ခရာပင္စသည့္ဆူးပင္မ်ိဳး	acanthus	n
Advisory, Conciliation and Arbitration Service. ၿဗိတိသွ် ဝါဏိဇၹပဋိပကၡ ေစ့စပ္ေရး အဖြဲ႕အစည္း	ACAS	n
နန္းတက္သည္	accede	v
ရာထူရာခံ တစ္ခုခုသို႕ တက္လွမ္းသည္	accede	v
လိုက္ေလ်ာသည္	accede	v
လက္ခံသည္	accede	v
အရိွန္ျမွင့္သည္	accelerate	v
ေစာေစသည္	accelerate	v
အရိွန္ျမင့္လာသည္	accelerate	v
အရိွန္၊ ဆြဲအား	acceleration	n
အရိွန္အဟုန္ တိုးတက္မႈ	acceleration	n
ေမာ္ေတာ္ကား လီဗာ	accelerator	n
အရိွန္ေပးစက္	accelerator	n
ဖိရြတ္သံ	accent	n
ဖိသံ	accent	n
သံေျပာင္းျပ သေကၤတ	accent	n
ဝဲသံ	accent	n
အေလးေပးမႈ	accent	n
ဝဲသံပါသည္	accent	v
သံေျပာင္းျပ သေကၤတျပသည္	accent	v
ထင္းေစသည္	accent	v
ထင္ရွား ေပၚလြင္ေစသည္	accent	v
ဖိရြတ္သံမ်ား	accents	n[pl]
ထင္းေနေစသည္	accentuate	v
ေပၚလြင္ေစသည္	accentuate	v
ထင္းေနေစျခင္း	accentuation	n
ေပၚလြင္ေစျခင္း	accentuation	n
လက္ခံသည္	accept	v
ယူသည္	accept	v
